id,mz,rt,rtmin,rtmax,mean_inten,DPT-D-60m,DPT-H-60m,DPT-M-60m,DPT-R-60m
949,782.56852,10.2006,9.9422,10.4141,7465000.0,191500.0,1850000.0,477000.0,810700.0
950,429.40502,10.2689,9.8629,10.5686,10350000.0,1696000.0,592700.0,534800.0,532800.0
951,406.32919,10.2824,9.9936,10.907,108300000.0,20380000.0,12120000.0,7370000.0,8547000.0
953,789.66886,10.2895,10.1392,10.7179,5441000.0,525100.0,308300.0,100100.0,285200.0
954,782.56902,10.4944,10.3088,10.7091,3628000.0,162500.0,1064000.0,365500.0,859200.0
955,531.38714,10.5259,10.3688,10.7712,1930000.0,45950.0,44570.0,96930.0,227200.0
956,575.4132,10.5119,10.3688,10.7712,2035000.0,32710.0,127000.0,104700.0,243900.0
957,1199.77424,11.0,10.664,11.4982,2100000.0,272200.0,,523600.0,2516.0
958,434.36054,11.0647,10.732,12.0102,4214000.0,552600.0,345600.0,274100.0,369100.0
959,406.32918,11.0752,10.8761,11.4636,8999000.0,2670000.0,1954000.0,1580000.0,2167000.0
960,1194.8184,11.0702,10.6357,11.6538,3708000.0,631700.0,,989300.0,8008.0
961,782.56895,11.0787,10.8723,11.2717,6383000.0,239600.0,856100.0,405000.0,546200.0
962,808.58405,11.0823,10.8845,11.2717,2800000.0,111900.0,410400.0,271200.0,241600.0
963,804.5545,11.0823,10.4001,11.5138,6083000.0,165300.0,1360000.0,194600.0,617200.0
964,719.1948,11.0822,10.8986,11.4135,2836000.0,631600.0,415400.0,372400.0,436200.0
965,780.55255,11.0823,10.7147,11.4756,4297000.0,920000.0,326500.0,599700.0,583500.0
966,758.56956,11.0823,10.8929,11.2789,3399000.0,341700.0,142900.0,575700.0,318500.0
967,651.38506,11.5779,11.2649,11.7707,2273000.0,242700.0,,195.1,463.4
968,610.18432,11.6077,9.7294,12.0102,3019000.0,3968000.0,658800.0,2274000.0,648300.0
969,607.38289,11.6042,11.0406,11.8834,3658000.0,403100.0,10170.0,199400.0,387800.0
970,939.59537,11.6042,11.3071,11.841,2937000.0,387800.0,6167.0,142100.0,208000.0
971,934.63994,11.6077,11.3211,11.8461,3375000.0,403000.0,8462.0,190700.0,311600.0
