row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,CPD-D-60m.mzML Peak area,CPD-H-60m.mzML Peak area,CPD-M-60m.mzML Peak area,CPD-R-60m.mzML Peak area,
739,702.5354729418059,9.603264,,,,,,,,,,,4897688.0,7641866.0,4861290.5,8328753.0,
740,764.5196677699303,9.674192,,,,,,,,,,,1713209.2,909.4868,161207.4,16347.334,
741,658.5093941965898,9.616238,,,,,,,,,,,6585486.5,1.0429203E7,7304379.0,1.2560464E7,
742,614.4833645002409,9.651047,,,,,,,,,,,7853855.5,1.6021022E7,7936183.5,1.22104E7,
743,526.4311256110824,9.6448345,,,,,,,,,,,7272230.5,1.4889472E7,7280722.5,1.3775325E7,
744,570.4572318247745,9.651047,,,,,,,,,,,8323030.0,1.7243362E7,9464488.0,1.3105008E7,
745,394.35223788691826,9.6511,,,,,,,,,,,666456.25,1199894.4,777312.06,835820.7,
746,571.4604602910772,9.628851,,,,,,,,,,,2732582.0,3317535.8,1859149.6,3308181.8,
747,482.4047836477085,9.657579,,,,,,,,,,,4043197.0,8963505.0,5569074.5,7983012.5,
748,438.3784550265752,9.657579,,,,,,,,,,,1471668.9,3252440.5,1617723.4,2666559.0,
749,443.3336857677612,9.657608,,,,,,,,,,,861976.9,592599.7,542632.3,541250.0,
750,487.3600349872854,9.737318,,,,,,,,,,,298636.56,54340.438,465119.84,491825.03,
751,637.304763709655,9.680381,,,,,,,,,,,626763.6,769173.3,866793.1,2105397.8,
752,682.3625285572508,9.680381,,,,,,,,,,,931767.0,1288748.4,1258665.6,3161062.8,
753,654.331333748267,9.680381,,,,,,,,,,,294610.72,312915.5,399611.72,941080.7,
754,659.2862636430567,9.68333,,,,,,,,,,,134676.62,172766.36,129617.05,536718.75,
755,780.551515224691,9.784168,,,,,,,,,,,175749.75,90025.055,289910.78,3812132.5,
756,782.5677288306629,9.803936,,,,,,,,,,,150373.73,4093159.0,52063.914,5100090.5,
757,784.5806813612894,9.810908,,,,,,,,,,,21570.387,545989.5,93067.695,2819615.8,
758,758.568694623216,9.814285,,,,,,,,,,,85407.086,177430.55,646048.9,2.7228588E7,
759,804.5595303234516,9.709822,,,,,,,,,,,126187.234,1146543.1,186994.44,175829.03,
760,531.386473345789,9.778263,,,,,,,,,,,249278.89,179496.55,550471.8,357503.4,
761,619.4387991114504,9.778263,,,,,,,,,,,282652.75,138372.7,457669.62,229283.17,
763,575.4125873875884,9.778263,,,,,,,,,,,266012.28,213777.19,512703.75,354160.78,
764,406.32878504703046,9.824405,,,,,,,,,,,540789.75,1767760.1,837851.4,2650486.0,
765,663.4598864283647,9.778263,,,,,,,,,,,180197.17,107679.17,317405.62,244805.67,
766,716.551271535991,9.924816,,,,,,,,,,,3296500.8,5084637.5,3266075.5,4616210.5,
767,804.6033625063346,9.937902,,,,,,,,,,,1026484.94,1193331.0,1201759.9,1605238.5,
768,760.5775898799172,9.93536,,,,,,,,,,,2068322.0,3440467.2,2482206.8,2915785.5,
769,628.4991844714149,9.950857,,,,,,,,,,,6159608.0,8684787.0,6950444.5,8786031.0,
770,672.5252332539781,9.964529,,,,,,,,,,,4941278.5,6806411.5,5396990.0,6095651.5,
771,584.4730113374263,9.970862,,,,,,,,,,,7320521.0,9268533.0,7278208.5,9762321.0,
772,540.4468487117412,9.970862,,,,,,,,,,,6942895.5,9410570.0,6133048.5,9086740.0,
773,556.4416771837755,9.921789,,,,,,,,,,,588146.75,1459342.5,626415.7,1331291.4,
774,570.4573932119786,9.830624,,,,,,,,,,,1788167.1,4044318.2,1666254.4,3686583.0,
775,614.4835737020043,9.830624,,,,,,,,,,,1618116.0,3689180.8,3214894.2,3455821.8,
776,658.5096182340768,9.830624,,,,,,,,,,,1298071.4,2957939.2,2592582.8,2784296.0,
777,702.5357302580326,9.830624,,,,,,,,,,,928063.9,2145049.0,887484.1,817645.44,
778,496.42057974725,9.984179,,,,,,,,,,,4696555.0,5742324.5,4809502.0,5969135.5,
779,452.39423883978975,9.984179,,,,,,,,,,,1844463.5,2318616.8,1740068.6,2359531.2,
780,784.5807775281979,10.190275,,,,,,,,,,,24813.562,616083.2,118811.47,580183.0,
781,832.5820186556515,10.1937,,,,,,,,,,,180833.7,422212.62,566618.06,68389.41,
782,810.5992272138024,10.197208,,,,,,,,,,,408041.44,362872.53,1039328.4,128648.914,
783,782.5674114303561,10.1937,,,,,,,,,,,232298.0,4878839.5,61691.656,1249450.6,
784,806.5682194600126,10.197208,,,,,,,,,,,45373.97,2841606.2,92792.95,531857.75,
785,808.582915317096,10.197208,,,,,,,,,,,46367.215,1079413.6,51569.668,506801.38,
786,828.5509409277345,10.1937,,,,,,,,,,,18109.717,1157910.5,12678.35,95446.29,
787,758.5688651026462,10.1937,,,,,,,,,,,72782.21,224450.58,510780.7,6108783.5,
788,804.5587763087411,10.124809,,,,,,,,,,,56345.645,3612609.5,92062.88,477620.25,
789,780.5518777437085,10.197208,,,,,,,,,,,192941.72,202609.42,392076.03,3301988.8,
790,406.32914206790304,10.288772,,,,,,,,,,,7259228.5,2.079095E7,7151411.0,1.3931698E7,
791,789.6688273727215,10.285637,,,,,,,,,,,203182.95,468144.2,194439.55,443419.66,
792,429.4049720437879,10.285637,,,,,,,,,,,519748.47,1901207.8,524811.7,1469350.2,
793,384.3470125545144,10.295694,,,,,,,,,,,2439122.5,4863023.5,2586301.0,4860549.0,
796,780.5522386331725,10.542975,,,,,,,,,,,172267.28,71402.55,199081.67,1779664.2,
797,784.5812998508142,10.549992,,,,,,,,,,,15933.743,685100.5,95664.42,775208.1,
798,810.5997885379927,10.553452,,,,,,,,,,,321672.34,307934.34,872279.6,133867.14,
799,758.5692268142212,10.511799,,,,,,,,,,,82576.23,201998.0,620085.06,4760289.5,
800,434.3604610801378,11.063167,,,,,,,,,,,260246.55,572313.5,276621.12,565357.5,
801,782.567771588161,11.076963,,,,,,,,,,,245999.11,1.7847128E7,95573.59,1048896.5,
802,872.5420093693206,11.080588,,,,,,,,,,,2570.6816,886198.7,1086.9353,47506.38,
804,406.32911486254545,11.076909,,,,,,,,,,,1607386.8,2747165.2,1632858.5,3628961.0,
805,828.5516167866555,11.0840025,,,,,,,,,,,29244.787,1038962.3,24255.299,111850.41,
806,780.5521780161492,11.083948,,,,,,,,,,,207976.8,217130.73,524639.44,4614036.5,
807,784.5809500011937,11.0840025,,,,,,,,,,,31877.424,1122995.5,95588.11,691060.9,
808,804.5578051622902,11.115841,,,,,,,,,,,120847.16,8196256.5,101937.98,672326.2,
809,810.5995304459384,11.0734215,,,,,,,,,,,343416.28,428962.5,1696645.8,165751.16,
810,832.5825167680358,11.0734215,,,,,,,,,,,227383.84,454749.8,1055148.2,108183.51,
811,808.583381350991,11.080451,,,,,,,,,,,64101.168,1939919.2,62405.844,541044.9,
812,806.5681436695843,11.076909,,,,,,,,,,,79088.15,1765580.5,126374.164,757118.75,
813,758.5695376755684,11.083911,,,,,,,,,,,78655.625,243230.31,331081.2,3400368.5,
814,719.194676631711,11.083948,,,,,,,,,,,388537.25,689855.3,330839.66,671574.9,
815,610.184259848318,11.577211,,,,,,,,,,,2080860.0,3794226.8,553025.3,3747300.2,
816,607.3825421647919,11.605472,,,,,,,,,,,70122.305,40293.68,162583.61,307414.0,
