row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DPT-D-60m.mzML Peak area,DPT-H-60m.mzML Peak area,DPT-M-60m.mzML Peak area,DPT-R-60m.mzML Peak area,
938,600.4678922622534,9.890956,,,,,,,,,,,1366542.6,1431326.1,1032886.2,2106814.0,
939,628.499252817697,9.93444,,,,,,,,,,,8208976.0,8216519.5,5709645.0,7236369.0,
940,672.5252597491863,9.93444,,,,,,,,,,,6722744.0,4784365.5,3435049.5,5792036.0,
941,716.5513111650837,9.93444,,,,,,,,,,,4415036.0,4059426.8,3162914.0,4156081.8,
942,584.4730959832582,9.9377775,,,,,,,,,,,9748902.0,9621517.0,6387556.0,7616018.5,
943,540.4469271997704,9.953847,,,,,,,,,,,9213659.0,9280142.0,6165019.0,7234964.5,
944,496.42065124972845,9.990033,,,,,,,,,,,5956964.5,6140292.5,4111549.8,4739382.0,
945,452.3943079897782,9.973364,,,,,,,,,,,2334904.8,2200420.8,1600217.9,1564252.0,
946,804.555038109921,10.190271,,,,,,,,,,,166132.03,789493.5,196142.84,405061.84,
947,780.5522596081396,10.197103,,,,,,,,,,,753214.94,426227.1,556706.06,393652.8,
948,758.5689931679618,10.197103,,,,,,,,,,,420516.62,171714.11,829860.8,503105.22,
949,782.5685155709926,10.200564,,,,,,,,,,,191533.98,1850135.1,476973.56,810683.6,
950,429.40502401529193,10.268942,,,,,,,,,,,1696032.5,592670.4,534843.3,532785.6,
951,406.3291896744427,10.282425,,,,,,,,,,,2.0381724E7,1.2119176E7,7369849.0,8546943.0,
953,789.6688594865913,10.289482,,,,,,,,,,,525081.2,308304.03,100053.89,285223.97,
954,782.569023546439,10.494405,,,,,,,,,,,162507.39,1064241.5,365532.03,859178.7,
955,531.3871440626467,10.52586,,,,,,,,,,,45952.348,44570.34,96929.02,227229.06,
956,575.4132003840598,10.511868,,,,,,,,,,,32709.826,126957.13,104655.305,243944.27,
957,1199.7742407240235,10.9999895,,,,,,,,,,,272237.25,0,523636.1,2515.5186,
958,434.36054189444314,11.0646515,,,,,,,,,,,552641.9,345618.62,274107.1,369075.12,
959,406.3291808266175,11.075228,,,,,,,,,,,2670354.5,1954122.1,1580457.2,2167339.5,
960,1194.8184027407854,11.070207,,,,,,,,,,,631706.5,0,989334.56,8008.3745,
961,782.5689508022053,11.078739,,,,,,,,,,,239550.64,856147.5,405016.75,546225.4,
962,808.5840464407868,11.082262,,,,,,,,,,,111932.46,410390.88,271175.6,241606.72,
963,804.5545034860179,11.082262,,,,,,,,,,,165323.67,1360322.8,194552.4,617171.2,
964,719.1947996605946,11.082166,,,,,,,,,,,631623.25,415370.66,372416.0,436208.34,
965,780.5525498868332,11.082262,,,,,,,,,,,920019.4,326523.66,599688.4,583459.06,
966,758.5695590088208,11.082262,,,,,,,,,,,341726.03,142902.94,575719.3,318524.06,
967,651.3850641802766,11.577878,,,,,,,,,,,242749.98,0,195.07729,463.43524,
968,610.1843203828116,11.607673,,,,,,,,,,,3967888.0,658752.94,2274106.2,648282.9,
969,607.3828924131624,11.604172,,,,,,,,,,,403146.97,10165.06,199371.23,387845.78,
970,939.5953711891602,11.604152,,,,,,,,,,,387770.56,6166.7334,142054.64,207961.28,
971,934.6399355294183,11.607673,,,,,,,,,,,403027.0,8461.772,190737.47,311644.6,
