id,mz,rt,rtmin,rtmax,mean_inten,CPD-D-60m,CPD-H-60m,CPD-M-60m,CPD-R-60m
759,804.55953,9.7098,9.4767,9.9463,5077000.0,126200.0,1147000.0,187000.0,175800.0
760,531.38647,9.7783,9.6347,10.0556,6451000.0,249300.0,179500.0,550500.0,357500.0
761,619.4388,9.7783,9.6347,10.1186,5301000.0,282700.0,138400.0,457700.0,229300.0
763,575.41259,9.7783,9.6347,10.1357,6436000.0,266000.0,213800.0,512700.0,354200.0
764,406.32879,9.8244,9.4538,10.0689,10880000.0,540800.0,1768000.0,837900.0,2650000.0
765,663.45989,9.7783,9.6347,10.0242,3834000.0,180200.0,107700.0,317400.0,244800.0
766,716.55127,9.9248,9.4954,11.1491,17380000.0,3297000.0,5085000.0,3266000.0,4616000.0
767,804.60336,9.9379,9.4538,10.6012,6372000.0,1026000.0,1193000.0,1202000.0,1605000.0
768,760.57759,9.9354,9.7297,10.7879,13130000.0,2068000.0,3440000.0,2482000.0,2916000.0
769,628.49918,9.9509,9.4538,11.1043,30050000.0,6160000.0,8685000.0,6950000.0,8786000.0
770,672.52523,9.9645,9.4901,11.0041,23620000.0,4941000.0,6806000.0,5397000.0,6096000.0
771,584.47301,9.9709,9.4954,11.0911,34570000.0,7321000.0,9269000.0,7278000.0,9762000.0
772,540.44685,9.9709,9.5579,11.0205,33180000.0,6943000.0,9411000.0,6133000.0,9087000.0
773,556.44168,9.9218,9.7776,10.1752,4373000.0,588100.0,1459000.0,626400.0,1331000.0
774,570.45739,9.8306,9.7776,10.203,15820000.0,1788000.0,4044000.0,1666000.0,3687000.0
775,614.48357,9.8306,9.7776,10.6085,14510000.0,1618000.0,3689000.0,3215000.0,3456000.0
776,658.50962,9.8306,9.7776,10.6085,11110000.0,1298000.0,2958000.0,2593000.0,2784000.0
777,702.53573,9.8306,9.7776,10.203,8063000.0,928100.0,2145000.0,887500.0,817600.0
778,496.42058,9.9842,9.7779,11.1167,21820000.0,4697000.0,5742000.0,4810000.0,5969000.0
779,452.39424,9.9842,9.8042,11.0205,8569000.0,1844000.0,2319000.0,1740000.0,2360000.0
780,784.58078,10.1903,9.9981,10.3835,4505000.0,24810.0,616100.0,118800.0,580200.0
781,832.58202,10.1937,9.9596,10.3414,4002000.0,180800.0,422200.0,566600.0,68390.0
782,810.59923,10.1972,9.9973,10.3826,5728000.0,408000.0,362900.0,1039000.0,128600.0
783,782.56741,10.1937,9.9973,10.3926,33330000.0,232300.0,4879000.0,61690.0,1249000.0
784,806.56822,10.1972,9.9985,10.6062,13260000.0,45370.0,2842000.0,92790.0,531900.0
785,808.58292,10.1972,10.0424,10.3926,7715000.0,46370.0,1079000.0,51570.0,506800.0
786,828.55094,10.1937,10.0623,10.4527,9222000.0,18110.0,1158000.0,12680.0,95450.0
787,758.56887,10.1937,9.9973,10.4201,32870000.0,72780.0,224500.0,510800.0,6109000.0
788,804.55878,10.1248,9.9224,10.4527,24500000.0,56350.0,3613000.0,92060.0,477600.0
789,780.55188,10.1972,10.011,10.4201,25950000.0,192900.0,202600.0,392100.0,3302000.0
790,406.32914,10.2888,9.9463,10.8994,115000000.0,7259000.0,20790000.0,7151000.0,13930000.0
791,789.66883,10.2856,10.1283,10.8576,5189000.0,203200.0,468100.0,194400.0,443400.0
792,429.40497,10.2856,9.367,10.6898,9836000.0,519700.0,1901000.0,524800.0,1469000.0
793,384.34701,10.2957,9.4258,10.9513,29310000.0,2439000.0,4863000.0,2586000.0,4861000.0
796,780.55224,10.543,10.3685,10.825,6519000.0,172300.0,71400.0,199100.0,1780000.0
797,784.5813,10.55,10.3234,10.7548,2909000.0,15930.0,685100.0,95660.0,775200.0
798,810.59979,10.5535,10.3554,10.7501,4475000.0,321700.0,307900.0,872300.0,133900.0
799,758.56923,10.5118,10.3685,10.7548,22100000.0,82580.0,202000.0,620100.0,4760000.0
800,434.36046,11.0632,10.6789,12.0173,4492000.0,260200.0,572300.0,276600.0,565400.0
801,782.56777,11.077,10.3559,11.3452,42220000.0,246000.0,17850000.0,95570.0,1049000.0
802,872.54201,11.0806,10.3834,11.3452,3098000.0,2571.0,886200.0,1087.0,47510.0
804,406.32911,11.0769,10.8529,11.4429,9664000.0,1607000.0,2747000.0,1633000.0,3629000.0
805,828.55162,11.084,10.8576,11.3452,6627000.0,29240.0,1039000.0,24260.0,111900.0
806,780.55218,11.0839,10.7495,11.525,27340000.0,208000.0,217100.0,524600.0,4614000.0
807,784.58095,11.084,10.8391,11.2471,5560000.0,31880.0,1123000.0,95590.0,691100.0
808,804.55781,11.1158,10.4527,11.3452,39480000.0,120800.0,8196000.0,101900.0,672300.0
809,810.59953,11.0734,10.6365,11.2613,5941000.0,343400.0,429000.0,1697000.0,165800.0
810,832.58252,11.0734,10.7495,11.4145,5662000.0,227400.0,454700.0,1055000.0,108200.0
811,808.58338,11.0805,10.7879,11.3452,7449000.0,64100.0,1940000.0,62410.0,541000.0
812,806.56814,11.0769,10.8529,11.3426,9387000.0,79090.0,1766000.0,126400.0,757100.0
813,758.56954,11.0839,10.8857,11.2751,25910000.0,78660.0,243200.0,331100.0,3400000.0
814,719.19468,11.0839,10.7879,11.432,2843000.0,388500.0,689900.0,330800.0,671600.0
815,610.18426,11.5772,9.4122,12.0173,2684000.0,2081000.0,3794000.0,553000.0,3747000.0
816,607.38254,11.6055,11.3426,11.7917,2783000.0,70120.0,40290.0,162600.0,307400.0
